itemid,total_interaction_strength,total_users
178502,174,155
162745,174,62
287470,174,136
338208,174,125
43590,173,71
200082,173,133
26839,173,135
380649,173,87
146471,173,48
151839,173,109
340578,173,83
389216,173,152
240558,173,65
257534,173,103
24059,173,121
26515,173,123
432748,173,85
86315,173,61
277276,173,104
57577,173,69
4596,173,135
215051,173,58
164344,173,94
159095,173,106
6692,173,106
453564,173,97
431728,173,97
229305,173,93
149767,173,90
99647,173,100
155728,173,114
176995,173,86
31078,173,102
33993,172,83
237863,172,128
187129,172,111
455223,172,111
109288,172,143
434240,172,150
111912,172,104
27020,172,88
400600,172,141
327771,172,140
250643,172,73
355741,172,127
148545,172,109
427018,172,133
195490,172,121
74494,172,145
172126,172,140
418729,172,126
277609,172,85
240865,172,149
105868,172,125
434814,172,115
339464,172,113
63935,172,128
297097,172,133
84475,171,126
462430,171,146
450156,171,114
362414,171,132
116475,171,99
124764,171,122
164828,171,73
258608,171,132
402580,171,129
280946,171,73
227112,171,155
421606,171,91
107704,171,131
401523,171,127
143643,171,99
22161,171,103
12404,171,84
465751,171,65
232780,171,93
296448,171,118
153708,171,85
338148,170,80
449776,170,63
358041,170,88
19545,170,67
58185,170,160
309557,170,110
441645,170,94
308510,170,131
173653,170,46
170021,170,133
310608,170,148
19278,170,76
381265,170,104
220558,170,135
108458,170,110
150882,170,74
391917,170,72
40582,170,120
394931,170,67
133138,170,1
427360,170,105
158220,170,124
294130,170,141
346015,170,137
104342,170,61
346534,170,98
386724,169,108
426751,169,122
113635,169,115
194252,169,156
119365,169,145
241209,169,129
13576,169,104
100150,169,117
4442,169,105
356475,169,111
97661,169,83
447888,169,134
261940,169,121
429595,169,82
272152,169,96
324077,169,131
312852,169,132
119639,168,90
304669,168,117
438554,168,93
288175,168,113
262477,168,104
44220,168,116
427103,168,79
426684,168,147
78494,168,84
301657,168,150
205231,168,99
44795,168,74
358513,168,132
376974,168,100
177728,168,117
158603,168,124
89737,168,143
139918,167,65
126247,167,112
114070,167,95
404033,167,121
77392,167,96
291559,167,88
436360,167,71
297765,167,82
456262,167,138
379953,167,66
439956,167,112
249829,167,125
162869,167,141
309139,167,122
322190,167,94
249207,167,95
248973,167,88
439262,167,140
433037,167,126
284463,167,100
290993,167,98
60323,167,84
448091,166,121
30167,166,115
457195,166,149
223644,166,91
68454,166,124
412981,166,103
272813,166,97
441907,166,115
115889,166,131
340194,166,117
90931,166,55
27127,166,77
174778,166,128
440128,166,111
8833,166,87
85832,166,83
208198,166,147
203248,166,154
261427,166,141
290172,166,53
434534,166,111
296247,166,136
428002,166,62
214537,166,122
273239,166,117
6786,165,109
301602,165,75
252314,165,91
225083,165,147
203759,165,151
60403,165,102
439539,165,135
104540,165,122
347113,165,116
114024,165,136
286645,165,73
14644,165,100
287549,165,120
200214,165,124
199417,165,79
266024,165,52
34355,165,113
322737,165,125
349470,165,58
199233,165,75
374835,165,102
328896,165,143
5305,165,103
224231,165,127
75994,165,129
314642,165,132
221900,165,88
383212,165,83
107521,165,136
416511,165,132
330894,165,104
113019,165,98
405934,165,107
35608,165,89
51408,165,130
297903,165,117
120337,164,136
131745,164,95
60682,164,105
258949,164,102
247816,164,111
358051,164,146
62502,164,122
281812,164,119
302559,164,113
85774,164,96
3146,164,89
273878,164,105
212993,164,139
247578,164,114
137102,164,73
65633,164,69
171959,164,116
300766,164,118
434277,163,74
398115,163,81
167539,163,137
193304,163,109
195852,163,80
157492,163,127
61240,163,112
282569,163,129
73364,163,111
11316,163,73
221845,163,153
92329,163,126
257245,163,135
74758,163,110
207125,163,98
196797,163,133
464649,163,129
446730,163,78
247999,163,117
260090,163,123
420528,163,92
337698,163,126
418116,163,116
305782,163,141
168611,163,119
174265,163,104
164834,163,141
139296,163,125
247601,163,53
270120,162,119
242521,162,52
231109,162,141
98498,162,94
107686,162,113
246196,162,114
137305,162,110
311774,162,122
98576,162,113
332078,162,81
392302,162,132
424996,162,85
14434,162,122
182157,162,136
29057,162,152
269953,162,101
216271,162,79
391512,162,130
415301,162,72
271515,162,84
63451,162,143
252239,162,123
316653,162,134
104050,162,139
299975,162,120
165169,162,61
310620,161,103
318789,161,97
332721,161,53
247755,161,106
239058,161,61
89247,161,105
123652,161,136
277943,161,67
244587,161,118
180018,161,80
240054,161,132
128051,161,111
250908,161,111
96069,161,114
314201,161,76
52301,161,129
9646,161,79
113685,161,109
377635,161,98
147684,161,31
46443,161,128
392563,161,141
255285,160,111
448332,160,118
195423,160,58
345373,160,99
330370,160,117
455938,160,99
215977,160,123
418794,160,127
429846,160,50
190606,160,119
87513,160,95
459835,160,65
162416,160,129
265760,160,108
227653,160,98
108021,160,77
415884,160,101
65091,160,110
345156,160,81
191555,160,113
39048,160,131
353166,160,108
359375,159,116
334601,159,122
322513,159,129
302632,159,118
141172,159,116
393733,159,132
220678,159,100
305675,159,45
393134,159,124
189764,159,80
69408,159,111
212589,159,107
446409,159,114
91215,159,131
237019,159,59
452896,159,157
305188,159,87
365889,159,74
339356,159,89
300670,159,103
57810,159,99
34364,159,120
260152,159,111
323911,159,132
216266,159,67
147294,159,129
1255,159,87
406529,159,114
126126,158,140
272259,158,87
411694,158,126
93067,158,105
179991,158,127
170403,158,68
107164,158,131
202512,158,123
173065,158,83
449559,158,88
184217,158,103
232917,158,96
293808,158,100
462945,158,137
303517,158,89
341971,158,112
447254,158,132
396768,158,145
451281,158,102
382128,158,126
282472,158,127
10173,158,115
170473,157,86
75820,157,98
9629,157,107
414654,157,82
36864,157,73
109663,157,61
174380,157,123
322810,157,100
341333,157,130
224690,157,113
250942,157,99
108083,157,96
66737,157,80
221290,157,68
259487,157,73
343537,157,127
390036,157,93
299606,157,121
248127,157,80
281480,157,62
244896,157,129
222745,157,93
366344,157,109
218033,157,88
254882,156,131
318871,156,104
233876,156,128
314616,156,108
446978,156,86
247240,156,68
192463,156,109
312959,156,135
279866,156,92
194562,156,94
135446,156,37
378116,156,145
216025,156,109
230223,156,133
320732,156,117
134620,156,98
322123,156,100
55511,156,137
269192,156,103
130371,156,68
138636,156,133
262186,156,71
37930,156,102
211285,156,122
180128,155,96
191547,155,78
379092,155,97
370482,155,145
219319,155,106
194729,155,120
297721,155,110
362191,155,84
304876,155,132
202580,155,105
129138,155,97
78496,155,75
98063,155,129
270886,155,113
364796,155,106
450726,155,56
190667,155,109
213902,155,123
258856,155,89
362634,155,76
426281,155,140
194180,155,90
47334,155,113
461944,155,123
327897,155,123
197723,155,81
366734,155,98
94756,155,91
236814,155,100
5190,155,67
235460,154,112
4537,154,95
21013,154,70
54431,154,81
200536,154,91
224586,154,77
48731,154,80
353941,154,121
212847,154,140
430200,154,100
274226,154,97
293279,154,83
297513,154,93
58693,154,120
178358,154,71
204782,154,106
446755,154,116
184990,154,123
348157,154,107
52815,154,90
301079,154,113
241245,154,106
460034,154,116
462423,154,96
374675,154,127
405862,153,97
95953,153,130
318785,153,87
417992,153,97
29825,153,99
47524,153,108
251396,153,72
299306,153,129
82340,153,104
186837,153,133
165922,153,118
404604,153,136
128918,153,143
302242,153,84
258012,153,82
447877,153,112
271043,153,142
27516,153,100
150979,153,120
238132,153,130
134484,153,42
180905,153,97
459659,153,78
452341,153,134
370956,153,115
22814,152,104
268048,152,104
345308,152,110
438823,152,76
255614,152,86
419874,152,137
305077,152,129
351551,152,108
332592,152,93
57593,152,102
230985,152,120
447029,152,140
442793,152,132
336121,152,100
29725,152,107
428268,152,78
65021,152,70
92078,152,102
249933,152,108
245573,152,137
71637,152,111
434432,152,118
241782,152,125
409911,152,130
2331,152,112
165358,152,120
62283,152,106
181550,152,86
124540,152,105
267461,152,122
353628,152,117
174724,152,31
32057,152,122
228066,152,65
322489,152,91
392162,152,117
377216,152,84
369767,151,106
419225,151,100
254324,151,89
5730,151,100
43725,151,115
186260,151,70
20395,151,99
363109,151,31
441050,151,92
116493,151,103
451312,151,84
432171,151,61
320788,151,91
93382,151,118
333183,151,100
239529,151,98
18893,151,133
138613,151,102
270291,151,125
383001,151,92
139287,151,100
11976,151,63
181227,151,98
405654,151,122
59834,151,121
58059,151,64
100108,151,67
323794,151,120
44234,151,84
63206,151,93
393509,150,99
321821,150,116
383767,150,56
275294,150,72
234808,150,122
448274,150,76
224184,150,88
179208,150,114
435047,150,72
205768,150,115
66424,150,83
264179,150,79
76815,150,73
229378,150,117
408731,150,93
193623,150,69
395969,150,111
419825,150,124
315387,150,69
79524,150,60
188686,150,124
14427,150,72
259078,150,53
404927,150,114
38706,150,104
45317,150,99
20098,150,91
374178,150,86
323718,150,123
343247,150,138
163350,149,103
288907,149,122
212438,149,68
412371,149,133
217712,149,105
276559,149,68
22839,149,104
181365,149,88
160878,149,123
80554,149,84
407658,149,109
51275,149,71
390984,149,60
90389,149,80
81554,149,88
264521,149,97
365832,149,95
176721,149,122
496,149,98
215764,149,137
361380,149,135
60138,149,113
360875,149,118
142936,149,131
7942,149,113
343502,149,98
333588,149,105
96675,148,101
211546,148,141
188792,148,102
116490,148,124
327598,148,131
349181,148,121
373851,148,106
285154,148,50
117730,148,103
164342,148,114
380993,148,70
94198,148,132
191581,148,101
166122,148,74
350689,148,6
413310,148,81
173365,148,49
69981,148,136
147176,148,100
359109,148,90
266521,148,99
228229,148,72
16771,148,102
431276,148,67
301235,148,36
3383,148,98
460668,148,101
200793,148,97
345034,148,112
117286,148,114
148855,147,82
171555,147,93
318392,147,80
256852,147,92
335378,147,106
57841,147,90
150403,147,129
101156,147,78
422561,147,89
351530,147,86
301531,147,84
355752,147,105
431417,147,26
402614,147,104
271801,147,104
13855,147,115
326436,147,131
436549,147,61
362958,147,112
20407,147,89
195219,147,103
361976,147,70
28136,147,94
417230,147,120
305997,147,91
433667,147,98
406021,147,69
358664,147,117
96233,147,73
96375,147,70
327907,147,87
286939,147,88
218531,147,101
428952,146,122
67486,146,84
212652,146,92
362340,146,90
338794,146,62
387279,146,93
71957,146,109
97006,146,97
412457,146,106
362059,146,97
395273,146,78
3902,146,94
114256,146,103
429907,146,67
141846,146,124
230807,146,103
141780,146,124
317816,146,96
404789,146,106
323455,146,76
316907,146,63
41295,146,63
79056,146,42
179436,146,84
210524,146,60
80921,146,123
281552,146,120
387265,146,87
206974,146,101
161610,146,103
79956,146,77
171962,146,122
251415,146,86
215024,145,106
11311,145,68
276886,145,105
36310,145,111
387164,145,62
58773,145,119
325706,145,87
116675,145,68
218817,145,94
216655,145,123
399748,145,105
294654,145,136
387220,145,105
372243,145,102
134767,145,92
49339,145,100
111572,145,68
259147,145,92
399557,145,121
120164,145,103
238447,145,112
110517,145,76
182131,145,77
33139,145,49
56477,145,121
308967,145,87
440560,144,87
439319,144,125
210009,144,42
327799,144,62
226016,144,82
24855,144,86
313736,144,90
347576,144,75
312094,144,121
105933,144,72
406376,144,104
329522,144,78
134108,144,75
330865,144,113
448839,144,94
25298,144,90
88606,144,105
118382,144,115
338435,144,82
338214,144,81
230432,144,115
171430,144,99
109116,144,86
217946,144,97
274974,144,112
246934,144,129
115584,144,133
278216,144,90
31625,144,113
403564,144,84
357620,144,115
389550,144,106
351626,144,102
339531,144,125
119670,144,122
16633,144,77
442496,144,86
270235,144,105
360141,144,123
66187,143,105
346655,143,75
74634,143,90
260481,143,99
453537,143,112
404258,143,117
86824,143,110
168215,143,118
272916,143,132
396284,143,122
23325,143,111
15001,143,106
345382,143,47
140055,143,107
95467,143,109
71754,143,78
393691,143,98
87856,143,63
45622,143,122
396186,143,113
322485,143,69
1895,143,109
307539,143,108
415660,143,72
188117,143,96
460992,143,105
350968,143,64
7804,143,93
64835,143,94
312711,143,111
106447,143,95
4538,143,94
341685,143,87
377810,142,103
119064,142,102
352705,142,102
67707,142,119
373107,142,82
431447,142,97
275406,142,128
48378,142,85
456602,142,92
270081,142,91
442431,142,73
459631,142,79
248630,142,88
88432,142,78
131638,142,132
327203,142,134
144236,142,91
51983,142,78
368743,142,109
369000,142,96
47829,142,131
397013,142,77
403,142,110
466079,142,98
30336,141,57
220761,141,126
122350,141,118
57578,141,124
413784,141,105
332325,141,91
278663,141,113
293038,141,103
67115,141,71
458949,141,112
210408,141,100
93873,141,93
174417,141,100
158564,141,106
303695,141,61
217869,141,111
167750,141,82
175246,141,85
151553,141,113
422376,141,61
152100,141,94
309652,141,110
207379,141,91
450942,141,93
250618,141,85
180612,141,94
8159,141,105
190732,141,66
193182,141,91
255908,140,84
103952,140,91
264706,140,116
187609,140,92
220003,140,82
296536,140,69
177695,140,66
256368,140,107
308538,140,98
99788,140,115
458489,140,52
316255,140,85
370081,140,101
57744,140,105
204403,140,96
429380,140,124
379013,140,55
331725,140,77
444225,140,95
361656,140,99
183319,140,118
312996,140,98
421788,140,86
342816,140,77
45583,140,81
354982,140,98
375705,140,101
148025,140,92
446645,140,54
75839,139,94
448351,139,119
46600,139,112
8271,139,79
197775,139,119
177179,139,56
369924,139,81
29741,139,38
326819,139,78
394089,139,134
288846,139,56
373360,139,102
54600,139,98
63928,139,119
290465,139,73
49156,139,65
96904,139,43
227976,139,70
227311,139,52
408963,139,83
315911,139,74
138931,139,66
311241,139,121
198251,139,119
307322,139,64
330888,139,72
141755,138,56
308283,138,79
427979,138,95
388119,138,108
116481,138,74
234033,138,93
199931,138,94
5697,138,110
374234,138,120
407929,138,112
226224,138,123
94121,138,94
393419,138,94
271151,138,69
449130,138,130
308504,138,89
213051,138,98
438234,138,111
93556,138,58
204209,138,74
329361,138,68
74792,138,121
46874,138,62
350141,138,112
212156,138,105
136553,138,73
466472,138,120
59508,138,92
83752,138,104
77514,138,92
171815,137,83
461455,137,69
348154,137,99
27494,137,60
4377,137,104
354759,137,134
225727,137,103
268911,137,83
1684,137,70
236416,137,104
326324,137,110
180896,137,75
454766,137,92
372732,137,63
308273,137,100
138434,137,51
417062,137,101
249130,137,62
346186,137,55
17766,137,76
70035,137,96
56269,137,59
314073,137,104
262815,137,71
132686,137,126
258609,137,124
20671,137,109
306458,137,113
263871,137,67
41673,137,107
72944,137,68
16279,137,120
14606,137,92
23388,137,122
374981,137,81
279764,137,82
211451,137,86
356316,136,108
109025,136,88
175574,136,112
396853,136,63
235902,136,81
364888,136,127
408218,136,52
386507,136,102
165259,136,91
422679,136,49
366177,136,64
337772,136,98
281717,136,49
91873,136,69
1981,136,110
151148,136,123
268149,136,71
230841,136,106
157437,136,97
126929,136,91
314553,136,117
213102,136,26
238995,136,58
211776,136,94
402462,136,42
280148,136,108
402696,136,86
324538,136,122
287007,136,97
197305,136,116
145193,136,80
45323,136,113
80087,136,126
237030,136,107
367434,136,79
421062,136,123
45589,136,105
313163,135,37
253175,135,87
226567,135,84
239884,135,111
87677,135,102
357854,135,76
177036,135,85
241213,135,109
224391,135,119
346088,135,46
420549,135,98
207344,135,95
241275,135,111
427472,135,73
161431,135,100
122467,135,86
331039,135,104
220137,135,121
363206,135,80
464404,135,55
283971,135,72
435796,135,117
58726,135,37
146100,135,72
84297,135,95
107752,135,97
223944,135,67
371479,135,98
112527,135,115
150809,135,52
138834,135,95
387780,135,81
274217,135,107
394080,135,84
278966,135,113
22213,135,104
435624,135,72
88156,135,94
165415,134,80
323030,134,81
413241,134,79
301492,134,124
38798,134,112
1891,134,66
139332,134,65
417432,134,82
43441,134,97
459664,134,84
111417,134,99
116589,134,54
