visitorid,itemid,recommendation_score
35262,55072,1.0
35454,358819,4.0
35454,337166,1.0
35454,301547,1.0
35454,118633,1.0
35454,39207,1.0
35454,69081,1.0
35454,143316,1.0
35454,256694,1.0
35454,97890,1.0
35454,55072,1.0
35610,358819,4.0
35610,337166,1.0
35610,301547,1.0
35610,118633,1.0
35610,39207,1.0
35610,69081,1.0
35610,143316,1.0
35610,256694,1.0
35610,97890,1.0
35610,55072,1.0
35887,358819,4.0
35887,337166,1.0
35887,301547,1.0
35887,118633,1.0
35887,39207,1.0
35887,69081,1.0
35887,143316,1.0
35887,256694,1.0
35887,97890,1.0
35887,55072,1.0
36239,358819,4.0
36239,337166,1.0
36239,301547,1.0
36239,118633,1.0
36239,39207,1.0
36239,69081,1.0
36239,143316,1.0
36239,256694,1.0
36239,97890,1.0
36239,55072,1.0
36807,358819,4.0
36807,337166,1.0
36807,301547,1.0
36807,118633,1.0
36807,39207,1.0
36807,69081,1.0
36807,143316,1.0
36807,256694,1.0
36807,97890,1.0
36807,55072,1.0
38130,358819,4.0
38130,337166,1.0
38130,301547,1.0
38130,118633,1.0
38130,39207,1.0
38130,69081,1.0
38130,143316,1.0
38130,256694,1.0
38130,97890,1.0
38130,55072,1.0
38807,358819,4.0
38807,39207,1.0
38807,444365,1.0
38807,143316,1.0
38807,256694,1.0
38807,97890,1.0
38807,55072,1.0
38807,311886,1.0
38807,380693,1.0
38807,202168,1.0
38974,358819,4.0
38974,337166,1.0
38974,301547,1.0
38974,118633,1.0
38974,39207,1.0
38974,69081,1.0
38974,143316,1.0
38974,256694,1.0
38974,97890,1.0
38974,55072,1.0
39245,358819,4.0
39245,337166,1.0
39245,301547,1.0
39245,118633,1.0
39245,39207,1.0
39245,69081,1.0
39245,143316,1.0
39245,256694,1.0
39245,97890,1.0
39245,55072,1.0
39910,358819,4.0
39910,337166,1.0
39910,301547,1.0
39910,118633,1.0
39910,39207,1.0
39910,69081,1.0
39910,143316,1.0
39910,256694,1.0
39910,97890,1.0
39910,55072,1.0
39965,358819,4.0
39965,337166,1.0
39965,301547,1.0
39965,118633,1.0
39965,39207,1.0
39965,69081,1.0
39965,143316,1.0
39965,256694,1.0
39965,97890,1.0
39965,55072,1.0
40020,358819,4.0
40020,337166,1.0
40020,301547,1.0
40020,118633,1.0
40020,39207,1.0
40020,69081,1.0
40020,143316,1.0
40020,256694,1.0
40020,97890,1.0
40020,55072,1.0
40132,358819,4.0
40132,337166,1.0
40132,301547,1.0
40132,118633,1.0
40132,39207,1.0
40132,69081,1.0
40132,143316,1.0
40132,256694,1.0
40132,97890,1.0
40132,55072,1.0
40333,358819,4.0
40333,337166,1.0
40333,301547,1.0
40333,118633,1.0
40333,39207,1.0
40333,69081,1.0
40333,143316,1.0
40333,256694,1.0
40333,97890,1.0
40333,55072,1.0
40440,358819,4.0
40440,337166,1.0
40440,301547,1.0
40440,118633,1.0
40440,39207,1.0
40440,69081,1.0
40440,143316,1.0
40440,256694,1.0
40440,97890,1.0
40440,55072,1.0
40654,358819,4.0
40654,337166,1.0
40654,301547,1.0
40654,118633,1.0
40654,39207,1.0
40654,69081,1.0
40654,143316,1.0
40654,256694,1.0
40654,97890,1.0
40654,55072,1.0
40914,358819,4.0
40914,337166,1.0
40914,301547,1.0
40914,118633,1.0
40914,39207,1.0
40914,69081,1.0
40914,143316,1.0
40914,256694,1.0
40914,97890,1.0
40914,55072,1.0
41103,358819,4.0
41103,337166,1.0
41103,301547,1.0
41103,118633,1.0
41103,39207,1.0
41103,69081,1.0
41103,143316,1.0
41103,256694,1.0
41103,97890,1.0
41103,55072,1.0
41111,358819,4.0
41111,337166,1.0
41111,301547,1.0
41111,118633,1.0
41111,39207,1.0
41111,69081,1.0
41111,143316,1.0
41111,256694,1.0
41111,97890,1.0
41111,55072,1.0
41366,358819,4.0
41366,337166,1.0
41366,301547,1.0
41366,118633,1.0
41366,39207,1.0
41366,69081,1.0
41366,143316,1.0
41366,256694,1.0
41366,97890,1.0
41366,55072,1.0
41369,358819,4.0
41369,337166,1.0
41369,301547,1.0
41369,118633,1.0
41369,39207,1.0
41369,69081,1.0
41369,143316,1.0
41369,256694,1.0
41369,97890,1.0
41369,55072,1.0
41576,358819,4.0
41576,337166,1.0
41576,301547,1.0
41576,118633,1.0
41576,39207,1.0
41576,69081,1.0
41576,143316,1.0
41576,256694,1.0
41576,97890,1.0
41576,55072,1.0
41667,358819,4.0
41667,337166,1.0
41667,301547,1.0
41667,118633,1.0
41667,39207,1.0
41667,69081,1.0
41667,143316,1.0
41667,256694,1.0
41667,97890,1.0
41667,55072,1.0
42059,358819,4.0
42059,337166,1.0
42059,301547,1.0
42059,118633,1.0
42059,39207,1.0
42059,69081,1.0
42059,143316,1.0
42059,256694,1.0
42059,97890,1.0
42059,55072,1.0
42359,119736,91.0
42359,409804,35.0
42359,439963,32.0
42359,355994,30.0
42359,235559,27.0
42359,65021,25.0
42359,338395,25.0
42359,282385,22.0
42359,442725,21.0
42359,182407,21.0
42429,358819,4.0
42429,337166,1.0
42429,301547,1.0
42429,118633,1.0
42429,39207,1.0
42429,69081,1.0
42429,143316,1.0
42429,256694,1.0
42429,97890,1.0
42429,55072,1.0
43201,358819,4.0
43201,118633,1.0
43201,39207,1.0
43201,143316,1.0
43201,256694,1.0
43201,97890,1.0
43201,55072,1.0
43201,311886,1.0
43201,380693,1.0
43201,202168,1.0
43289,358819,4.0
43289,337166,1.0
43289,301547,1.0
43289,118633,1.0
43289,39207,1.0
43289,69081,1.0
43289,143316,1.0
43289,256694,1.0
43289,97890,1.0
43289,55072,1.0
43495,358819,4.0
43495,337166,1.0
43495,301547,1.0
43495,118633,1.0
43495,39207,1.0
43495,69081,1.0
43495,143316,1.0
43495,256694,1.0
43495,97890,1.0
43495,55072,1.0
43498,358819,4.0
43498,337166,1.0
43498,301547,1.0
43498,118633,1.0
43498,39207,1.0
43498,69081,1.0
43498,143316,1.0
43498,256694,1.0
43498,97890,1.0
43498,55072,1.0
43864,53171,1.0
43864,97890,1.0
43864,55072,1.0
43864,311886,1.0
43864,380693,1.0
43864,202168,1.0
43864,296217,1.0
43864,298545,1.0
43864,69081,1.0
43864,77298,1.0
44811,358819,4.0
44811,118633,1.0
44811,39207,1.0
44811,143316,1.0
44811,256694,1.0
44811,97890,1.0
44811,55072,1.0
44811,311886,1.0
44811,380693,1.0
44811,202168,1.0
44854,294482,1.0
44854,110800,1.0
44854,97890,1.0
44854,55072,1.0
44854,311886,1.0
44854,380693,1.0
44854,202168,1.0
44854,296217,1.0
44854,298545,1.0
44854,69081,1.0
45190,358819,4.0
45190,39207,1.0
45190,309640,1.0
45190,143316,1.0
45190,256694,1.0
45190,97890,1.0
45190,55072,1.0
45190,311886,1.0
45190,380693,1.0
45190,202168,1.0
45527,358819,4.0
45527,39207,1.0
45527,341701,1.0
45527,143316,1.0
45527,256694,1.0
45527,97890,1.0
45527,55072,1.0
45527,311886,1.0
45527,380693,1.0
45527,202168,1.0
46009,358819,4.0
46009,39207,1.0
46009,143316,1.0
46009,256694,1.0
46009,97890,1.0
46009,55072,1.0
46009,311886,1.0
46009,380693,1.0
46009,202168,1.0
46009,296217,1.0
46036,358819,4.0
46036,337166,1.0
46036,301547,1.0
46036,118633,1.0
46036,39207,1.0
46036,69081,1.0
46036,143316,1.0
46036,256694,1.0
46036,97890,1.0
46036,55072,1.0
46095,358819,4.0
46095,337166,1.0
46095,301547,1.0
46095,118633,1.0
46095,39207,1.0
46095,69081,1.0
46095,143316,1.0
46095,256694,1.0
46095,97890,1.0
46095,55072,1.0
46565,358819,4.0
46565,337166,1.0
46565,301547,1.0
46565,118633,1.0
46565,39207,1.0
46565,69081,1.0
46565,143316,1.0
46565,256694,1.0
46565,97890,1.0
46565,55072,1.0
46626,239871,4.0
46626,358819,4.0
46626,202580,1.0
46626,454194,1.0
46626,383912,1.0
46626,39207,1.0
46626,143316,1.0
46626,256694,1.0
46626,97890,1.0
46626,55072,1.0
47304,358819,4.0
47304,337166,1.0
47304,301547,1.0
47304,118633,1.0
47304,39207,1.0
47304,69081,1.0
47304,143316,1.0
47304,256694,1.0
47304,97890,1.0
47304,55072,1.0
47540,358819,4.0
47540,337166,1.0
47540,301547,1.0
47540,118633,1.0
47540,39207,1.0
47540,69081,1.0
47540,143316,1.0
47540,256694,1.0
47540,97890,1.0
47540,55072,1.0
47661,358819,4.0
47661,48072,1.0
47661,39207,1.0
47661,143316,1.0
47661,256694,1.0
47661,97890,1.0
47661,55072,1.0
47661,311886,1.0
47661,380693,1.0
47661,202168,1.0
47774,358819,4.0
47774,337166,1.0
47774,301547,1.0
47774,118633,1.0
47774,39207,1.0
47774,69081,1.0
47774,143316,1.0
47774,256694,1.0
47774,97890,1.0
47774,55072,1.0
47851,358819,4.0
47851,337166,1.0
47851,301547,1.0
47851,118633,1.0
47851,39207,1.0
47851,69081,1.0
47851,143316,1.0
47851,256694,1.0
47851,97890,1.0
47851,55072,1.0
48075,358819,4.0
48075,337166,1.0
48075,301547,1.0
48075,118633,1.0
48075,39207,1.0
48075,69081,1.0
48075,143316,1.0
48075,256694,1.0
48075,97890,1.0
48075,55072,1.0
48403,358819,4.0
48403,337166,1.0
48403,301547,1.0
48403,118633,1.0
48403,39207,1.0
48403,69081,1.0
48403,143316,1.0
48403,256694,1.0
48403,97890,1.0
48403,55072,1.0
48624,119736,91.0
48624,409804,35.0
48624,213834,34.0
48624,439963,32.0
48624,355994,30.0
48624,235559,27.0
48624,338395,25.0
48624,65021,25.0
48624,282385,22.0
48624,442725,21.0
49454,358819,4.0
49454,337166,1.0
49454,301547,1.0
49454,118633,1.0
49454,39207,1.0
49454,69081,1.0
49454,143316,1.0
49454,256694,1.0
49454,97890,1.0
49454,55072,1.0
49573,358819,4.0
49573,337166,1.0
49573,301547,1.0
49573,118633,1.0
49573,39207,1.0
49573,69081,1.0
49573,143316,1.0
49573,256694,1.0
49573,97890,1.0
49573,55072,1.0
50274,358819,4.0
50274,118633,1.0
50274,39207,1.0
50274,143316,1.0
50274,256694,1.0
50274,97890,1.0
50274,55072,1.0
50274,311886,1.0
50274,380693,1.0
50274,202168,1.0
50332,358819,4.0
50332,337166,1.0
50332,301547,1.0
50332,118633,1.0
50332,39207,1.0
50332,69081,1.0
50332,143316,1.0
50332,256694,1.0
50332,97890,1.0
50332,55072,1.0
50514,358819,4.0
50514,337166,1.0
50514,301547,1.0
50514,118633,1.0
50514,39207,1.0
50514,69081,1.0
50514,143316,1.0
50514,256694,1.0
50514,97890,1.0
50514,55072,1.0
50615,358819,4.0
50615,337166,1.0
50615,301547,1.0
50615,118633,1.0
50615,39207,1.0
50615,69081,1.0
50615,143316,1.0
50615,256694,1.0
50615,97890,1.0
50615,55072,1.0
50878,358819,4.0
50878,337166,1.0
50878,301547,1.0
50878,118633,1.0
50878,39207,1.0
50878,69081,1.0
50878,143316,1.0
50878,256694,1.0
50878,97890,1.0
50878,55072,1.0
51484,358819,4.0
51484,337166,1.0
51484,301547,1.0
51484,118633,1.0
51484,39207,1.0
51484,69081,1.0
51484,143316,1.0
51484,256694,1.0
51484,97890,1.0
51484,55072,1.0
51980,358819,4.0
51980,337166,1.0
51980,301547,1.0
51980,118633,1.0
51980,39207,1.0
51980,69081,1.0
51980,143316,1.0
51980,256694,1.0
51980,97890,1.0
51980,55072,1.0
52030,358819,4.0
52030,337166,1.0
52030,301547,1.0
52030,118633,1.0
52030,39207,1.0
52030,69081,1.0
52030,143316,1.0
52030,256694,1.0
52030,97890,1.0
52030,55072,1.0
52300,358819,4.0
52300,337166,1.0
52300,301547,1.0
52300,118633,1.0
52300,39207,1.0
52300,69081,1.0
52300,143316,1.0
52300,256694,1.0
52300,97890,1.0
52300,55072,1.0
52496,358819,4.0
52496,337166,1.0
52496,301547,1.0
52496,118633,1.0
52496,39207,1.0
52496,69081,1.0
52496,143316,1.0
52496,256694,1.0
52496,97890,1.0
52496,55072,1.0
52845,358819,4.0
52845,337166,1.0
52845,301547,1.0
52845,118633,1.0
52845,39207,1.0
52845,69081,1.0
52845,143316,1.0
52845,256694,1.0
52845,97890,1.0
52845,55072,1.0
52906,358819,4.0
52906,337166,1.0
52906,301547,1.0
52906,118633,1.0
52906,39207,1.0
52906,69081,1.0
52906,143316,1.0
52906,256694,1.0
52906,97890,1.0
52906,55072,1.0
53045,358819,4.0
53045,337166,1.0
53045,301547,1.0
53045,118633,1.0
53045,39207,1.0
53045,69081,1.0
53045,143316,1.0
53045,256694,1.0
53045,97890,1.0
53045,55072,1.0
53071,358819,4.0
53071,337166,1.0
53071,301547,1.0
53071,118633,1.0
53071,39207,1.0
53071,69081,1.0
53071,143316,1.0
53071,256694,1.0
53071,97890,1.0
53071,55072,1.0
54693,358819,4.0
54693,118633,1.0
54693,39207,1.0
54693,143316,1.0
54693,256694,1.0
54693,97890,1.0
54693,55072,1.0
54693,311886,1.0
54693,380693,1.0
54693,202168,1.0
55293,358819,4.0
55293,337166,1.0
55293,301547,1.0
55293,118633,1.0
55293,39207,1.0
55293,69081,1.0
55293,143316,1.0
55293,256694,1.0
55293,97890,1.0
55293,55072,1.0
55640,358819,4.0
55640,337166,1.0
55640,301547,1.0
55640,118633,1.0
55640,39207,1.0
55640,69081,1.0
55640,143316,1.0
55640,256694,1.0
55640,97890,1.0
55640,55072,1.0
55697,358819,4.0
55697,337166,1.0
55697,301547,1.0
55697,118633,1.0
55697,39207,1.0
55697,69081,1.0
55697,143316,1.0
55697,256694,1.0
55697,97890,1.0
55697,55072,1.0
55734,358819,4.0
55734,337166,1.0
55734,301547,1.0
55734,118633,1.0
55734,39207,1.0
55734,69081,1.0
55734,143316,1.0
55734,256694,1.0
55734,97890,1.0
55734,55072,1.0
56191,358819,4.0
56191,337166,1.0
56191,301547,1.0
56191,118633,1.0
56191,39207,1.0
56191,69081,1.0
56191,143316,1.0
56191,256694,1.0
56191,97890,1.0
56191,55072,1.0
56252,358819,4.0
56252,337166,1.0
56252,301547,1.0
56252,118633,1.0
56252,39207,1.0
56252,69081,1.0
56252,143316,1.0
56252,256694,1.0
56252,97890,1.0
56252,55072,1.0
56311,358819,4.0
56311,337166,1.0
56311,301547,1.0
56311,118633,1.0
56311,39207,1.0
56311,69081,1.0
56311,143316,1.0
56311,256694,1.0
56311,97890,1.0
56311,55072,1.0
56456,358819,4.0
56456,337166,1.0
56456,301547,1.0
56456,118633,1.0
56456,39207,1.0
56456,69081,1.0
56456,143316,1.0
56456,256694,1.0
56456,97890,1.0
56456,55072,1.0
56855,358819,4.0
56855,337166,1.0
56855,301547,1.0
56855,118633,1.0
56855,39207,1.0
56855,69081,1.0
56855,143316,1.0
56855,256694,1.0
56855,97890,1.0
56855,55072,1.0
56937,358819,4.0
56937,337166,1.0
56937,301547,1.0
56937,118633,1.0
56937,39207,1.0
56937,69081,1.0
56937,143316,1.0
56937,256694,1.0
56937,97890,1.0
56937,55072,1.0
57432,358819,4.0
57432,337166,1.0
57432,301547,1.0
57432,118633,1.0
57432,39207,1.0
57432,69081,1.0
57432,143316,1.0
57432,256694,1.0
57432,97890,1.0
57432,55072,1.0
58418,358819,4.0
58418,337166,1.0
58418,301547,1.0
58418,118633,1.0
58418,39207,1.0
58418,69081,1.0
58418,143316,1.0
58418,256694,1.0
58418,97890,1.0
58418,55072,1.0
58628,358819,4.0
58628,337166,1.0
58628,301547,1.0
58628,118633,1.0
58628,39207,1.0
58628,69081,1.0
58628,143316,1.0
58628,256694,1.0
58628,97890,1.0
58628,55072,1.0
58837,358819,4.0
58837,337166,1.0
58837,301547,1.0
58837,118633,1.0
58837,39207,1.0
58837,69081,1.0
58837,143316,1.0
58837,256694,1.0
58837,97890,1.0
58837,55072,1.0
59079,358819,4.0
59079,337166,1.0
59079,301547,1.0
59079,118633,1.0
59079,39207,1.0
59079,69081,1.0
59079,143316,1.0
59079,256694,1.0
59079,97890,1.0
59079,55072,1.0
59159,358819,4.0
59159,337166,1.0
59159,301547,1.0
59159,118633,1.0
59159,39207,1.0
59159,69081,1.0
59159,143316,1.0
59159,256694,1.0
59159,97890,1.0
59159,55072,1.0
59174,358819,4.0
59174,337166,1.0
59174,301547,1.0
59174,118633,1.0
59174,39207,1.0
59174,69081,1.0
59174,143316,1.0
59174,256694,1.0
59174,97890,1.0
59174,55072,1.0
59204,358819,4.0
59204,39207,1.0
59204,143316,1.0
59204,256694,1.0
59204,97890,1.0
59204,55072,1.0
59204,311886,1.0
59204,380693,1.0
59204,202168,1.0
59204,296217,1.0
59513,358819,4.0
59513,337166,1.0
59513,301547,1.0
59513,118633,1.0
59513,39207,1.0
59513,69081,1.0
59513,143316,1.0
59513,256694,1.0
59513,97890,1.0
59513,55072,1.0
59576,358819,4.0
59576,337166,1.0
59576,301547,1.0
59576,118633,1.0
59576,39207,1.0
59576,69081,1.0
59576,143316,1.0
59576,256694,1.0
59576,97890,1.0
59576,55072,1.0
59780,358819,4.0
59780,337166,1.0
59780,301547,1.0
59780,118633,1.0
59780,39207,1.0
59780,69081,1.0
59780,143316,1.0
59780,256694,1.0
59780,97890,1.0
59780,55072,1.0
60208,358819,4.0
60208,337166,1.0
60208,301547,1.0
60208,118633,1.0
60208,39207,1.0
60208,69081,1.0
60208,143316,1.0
60208,256694,1.0
60208,97890,1.0
60208,55072,1.0
60211,358819,4.0
60211,337166,1.0
60211,301547,1.0
60211,118633,1.0
60211,39207,1.0
60211,69081,1.0
60211,143316,1.0
60211,256694,1.0
60211,97890,1.0
60211,55072,1.0
60272,119736,91.0
60272,409804,35.0
60272,213834,34.0
60272,439963,32.0
60272,355994,30.0
60272,235559,27.0
60272,65021,25.0
60272,338395,25.0
60272,282385,22.0
60272,445351,21.0
60824,420708,1.0
60824,340375,1.0
60824,80435,1.0
60824,337327,1.0
60824,97890,1.0
60824,55072,1.0
60824,311886,1.0
60824,380693,1.0
60824,202168,1.0
60824,296217,1.0
61368,358819,4.0
61368,337166,1.0
61368,301547,1.0
61368,118633,1.0
61368,39207,1.0
61368,69081,1.0
61368,143316,1.0
61368,256694,1.0
61368,97890,1.0
61368,55072,1.0
61983,358819,4.0
61983,337166,1.0
61983,301547,1.0
61983,118633,1.0
61983,39207,1.0
61983,69081,1.0
61983,143316,1.0
61983,256694,1.0
61983,97890,1.0
61983,55072,1.0
62411,358819,4.0
62411,118633,1.0
62411,39207,1.0
62411,143316,1.0
62411,256694,1.0
62411,97890,1.0
62411,55072,1.0
62411,311886,1.0
62411,380693,1.0
62411,202168,1.0
63751,358819,4.0
63751,337166,1.0
63751,301547,1.0
63751,118633,1.0
63751,39207,1.0
63751,69081,1.0
63751,143316,1.0
63751,256694,1.0
63751,97890,1.0
63751,55072,1.0
64301,358819,4.0
64301,337166,1.0
64301,301547,1.0
64301,118633,1.0
64301,39207,1.0
64301,69081,1.0
64301,143316,1.0
64301,256694,1.0
64301,97890,1.0
64301,55072,1.0
64771,358819,4.0
64771,337166,1.0
64771,301547,1.0
64771,118633,1.0
64771,39207,1.0
64771,69081,1.0
64771,143316,1.0
64771,256694,1.0
64771,97890,1.0
64771,55072,1.0
65283,358819,4.0
65283,337166,1.0
65283,301547,1.0
65283,118633,1.0
65283,39207,1.0
65283,69081,1.0
65283,143316,1.0
65283,256694,1.0
65283,97890,1.0
65283,55072,1.0
65472,358819,4.0
65472,337166,1.0
65472,301547,1.0
65472,118633,1.0
65472,39207,1.0
65472,69081,1.0
65472,143316,1.0
65472,256694,1.0
65472,97890,1.0
65472,55072,1.0
65490,358819,4.0
65490,337166,1.0
65490,301547,1.0
65490,118633,1.0
65490,39207,1.0
65490,69081,1.0
65490,143316,1.0
65490,256694,1.0
65490,97890,1.0
65490,55072,1.0
65538,358819,4.0
65538,337166,1.0
65538,301547,1.0
65538,118633,1.0
65538,39207,1.0
65538,69081,1.0
65538,143316,1.0
65538,256694,1.0
65538,97890,1.0
65538,55072,1.0
65607,358819,4.0
65607,337166,1.0
65607,301547,1.0
65607,118633,1.0
65607,39207,1.0
65607,69081,1.0
65607,143316,1.0
65607,256694,1.0
65607,97890,1.0
65607,55072,1.0
66252,358819,4.0
66252,337166,1.0
66252,301547,1.0
66252,118633,1.0
66252,39207,1.0
66252,69081,1.0
66252,143316,1.0
66252,256694,1.0
66252,97890,1.0
66252,55072,1.0
66556,358819,4.0
66556,337166,1.0
66556,301547,1.0
66556,118633,1.0
66556,39207,1.0
66556,69081,1.0
66556,143316,1.0
66556,256694,1.0
66556,97890,1.0
66556,55072,1.0
66900,358819,4.0
66900,337166,1.0
66900,301547,1.0
66900,118633,1.0
66900,39207,1.0
66900,69081,1.0
66900,143316,1.0
66900,256694,1.0
66900,97890,1.0
66900,55072,1.0
66945,358819,4.0
66945,337166,1.0
66945,301547,1.0
66945,118633,1.0
66945,39207,1.0
66945,69081,1.0
66945,143316,1.0
66945,256694,1.0
66945,97890,1.0
66945,55072,1.0
67547,358819,4.0
67547,337166,1.0
67547,301547,1.0
67547,118633,1.0
67547,39207,1.0
67547,69081,1.0
67547,143316,1.0
67547,256694,1.0
67547,97890,1.0
67547,55072,1.0
67571,358819,4.0
67571,337166,1.0
67571,301547,1.0
67571,118633,1.0
67571,39207,1.0
67571,69081,1.0
67571,143316,1.0
67571,256694,1.0
67571,97890,1.0
67571,55072,1.0
67643,358819,4.0
67643,39207,1.0
67643,143316,1.0
67643,256694,1.0
67643,97890,1.0
67643,55072,1.0
67643,311886,1.0
67643,380693,1.0
67643,202168,1.0
67643,296217,1.0
67775,358819,4.0
67775,337166,1.0
67775,301547,1.0
67775,118633,1.0
67775,39207,1.0
67775,69081,1.0
67775,143316,1.0
67775,256694,1.0
67775,97890,1.0
67775,55072,1.0
68650,358819,4.0
68650,53603,3.0
68650,118633,1.0
68650,39207,1.0
68650,143316,1.0
68650,256694,1.0
68650,97890,1.0
68650,55072,1.0
68650,311886,1.0
68650,380693,1.0
68832,358819,4.0
68832,337166,1.0
68832,301547,1.0
68832,118633,1.0
68832,39207,1.0
68832,69081,1.0
68832,143316,1.0
68832,256694,1.0
68832,97890,1.0
68832,55072,1.0
69361,358819,4.0
69361,127237,1.0
69361,314789,1.0
69361,291877,1.0
69361,185982,1.0
69361,354233,1.0
69361,39207,1.0
69361,143316,1.0
69361,256694,1.0
69361,97890,1.0
69613,358819,4.0
69613,337166,1.0
69613,301547,1.0
69613,118633,1.0
69613,39207,1.0
69613,69081,1.0
69613,143316,1.0
69613,256694,1.0
69613,97890,1.0
69613,55072,1.0
71138,358819,4.0
71138,337166,1.0
71138,301547,1.0
71138,118633,1.0
71138,39207,1.0
71138,69081,1.0
71138,143316,1.0
71138,256694,1.0
71138,97890,1.0
71138,55072,1.0
71391,358819,4.0
71391,337166,1.0
71391,301547,1.0
71391,118633,1.0
71391,39207,1.0
71391,69081,1.0
71391,143316,1.0
71391,256694,1.0
71391,97890,1.0
71391,55072,1.0
72129,358819,4.0
72129,238445,2.0
72129,380440,2.0
72129,293416,2.0
72129,290003,1.0
72129,126009,1.0
72129,333272,1.0
72129,73732,1.0
72129,416883,1.0
72129,417559,1.0
72139,358819,4.0
72139,62388,1.0
72139,306034,1.0
72139,39207,1.0
72139,409280,1.0
72139,143316,1.0
72139,256694,1.0
72139,97890,1.0
72139,55072,1.0
72139,311886,1.0
72379,358819,4.0
72379,337166,1.0
72379,301547,1.0
72379,118633,1.0
72379,39207,1.0
72379,69081,1.0
72379,143316,1.0
72379,256694,1.0
72379,97890,1.0
72379,55072,1.0
72423,358819,4.0
72423,337166,1.0
72423,301547,1.0
72423,118633,1.0
72423,39207,1.0
72423,69081,1.0
72423,143316,1.0
72423,256694,1.0
72423,97890,1.0
72423,55072,1.0
72857,119736,91.0
72857,409804,35.0
72857,213834,34.0
72857,439963,32.0
72857,355994,30.0
72857,235559,27.0
72857,338395,25.0
72857,65021,25.0
72857,282385,22.0
72857,442725,21.0
72941,358819,4.0
72941,337166,1.0
72941,301547,1.0
72941,118633,1.0
72941,39207,1.0
72941,69081,1.0
72941,143316,1.0
72941,256694,1.0
72941,97890,1.0
72941,55072,1.0
73031,358819,4.0
73031,337166,1.0
73031,301547,1.0
73031,118633,1.0
73031,39207,1.0
73031,69081,1.0
73031,143316,1.0
73031,256694,1.0
73031,97890,1.0
73031,55072,1.0
73328,358819,4.0
73328,337166,1.0
73328,301547,1.0
73328,118633,1.0
73328,39207,1.0
73328,69081,1.0
73328,143316,1.0
73328,256694,1.0
73328,97890,1.0
73328,55072,1.0
73437,358819,4.0
73437,337166,1.0
73437,301547,1.0
73437,118633,1.0
73437,39207,1.0
73437,69081,1.0
73437,143316,1.0
73437,256694,1.0
73437,97890,1.0
73437,55072,1.0
73486,358819,4.0
73486,337166,1.0
73486,301547,1.0
73486,118633,1.0
73486,39207,1.0
73486,69081,1.0
73486,143316,1.0
73486,256694,1.0
73486,97890,1.0
73486,55072,1.0
73699,358819,4.0
73699,337166,1.0
73699,301547,1.0
73699,118633,1.0
73699,39207,1.0
73699,69081,1.0
73699,143316,1.0
73699,256694,1.0
73699,97890,1.0
73699,55072,1.0
74110,358819,4.0
74110,337166,1.0
74110,301547,1.0
74110,118633,1.0
74110,39207,1.0
74110,69081,1.0
74110,143316,1.0
74110,256694,1.0
74110,97890,1.0
74110,55072,1.0
74230,358819,4.0
74230,337166,1.0
74230,301547,1.0
74230,118633,1.0
74230,39207,1.0
74230,69081,1.0
74230,143316,1.0
74230,256694,1.0
74230,97890,1.0
74230,55072,1.0
74408,358819,4.0
74408,337166,1.0
74408,301547,1.0
74408,118633,1.0
74408,39207,1.0
74408,69081,1.0
74408,143316,1.0
74408,256694,1.0
74408,97890,1.0
74408,55072,1.0
74531,358819,4.0
74531,337166,1.0
74531,301547,1.0
74531,118633,1.0
74531,39207,1.0
74531,69081,1.0
74531,143316,1.0
74531,256694,1.0
74531,97890,1.0
74531,55072,1.0
75516,358819,4.0
75516,337166,1.0
75516,301547,1.0
75516,118633,1.0
75516,39207,1.0
75516,69081,1.0
75516,143316,1.0
75516,256694,1.0
75516,97890,1.0
75516,55072,1.0
75919,358819,4.0
75919,337166,1.0
75919,301547,1.0
75919,118633,1.0
75919,39207,1.0
75919,69081,1.0
75919,143316,1.0
75919,256694,1.0
75919,97890,1.0
75919,55072,1.0
