visitorid,itemid,recommendation_score,feedback,feedback_score,updated_score,updated_rank,recommendation_score_user,updated_score_user,feedback_score_user,personalization_score,personalized_rank
9037,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
9037,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
9261,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
9261,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
9261,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
9261,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
9261,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
9261,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
9261,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
9261,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
9261,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
9261,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
9934,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
9934,337166,1.0,Neutral,0,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
9934,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
9934,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
9934,39207,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
9934,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
9934,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
9934,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
9934,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
9934,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
10068,358819,4.0,Like,1,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
10068,337166,1.0,Like,1,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
10068,301547,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
10068,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
10068,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
10068,69081,1.0,Like,1,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
10068,143316,1.0,Neutral,0,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
10068,256694,1.0,Neutral,0,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
10068,97890,1.0,Like,1,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
10068,55072,1.0,Like,1,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
10584,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
10584,159380,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
10584,39207,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
10584,380169,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
10584,143316,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
10584,256694,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
10584,97890,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
10584,55072,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
10584,311886,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
10584,380693,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
10856,97890,1.0,Like,1,1.0,1,1.0,1.0,0.9,0.975,1
10856,55072,1.0,Like,1,1.0,2,1.0,1.0,0.9,0.975,2
10856,311886,1.0,Like,1,1.0,3,1.0,1.0,0.9,0.975,3
10856,380693,1.0,Neutral,0,1.0,4,1.0,1.0,0.9,0.975,4
10856,202168,1.0,Like,1,1.0,5,1.0,1.0,0.9,0.975,5
10856,296217,1.0,Like,1,1.0,6,1.0,1.0,0.9,0.975,6
10856,298545,1.0,Like,1,1.0,7,1.0,1.0,0.9,0.975,7
10856,69081,1.0,Like,1,1.0,8,1.0,1.0,0.9,0.975,8
10856,77298,1.0,Like,1,1.0,9,1.0,1.0,0.9,0.975,9
10856,207572,1.0,Like,1,1.0,10,1.0,1.0,0.9,0.975,10
10868,358819,4.0,Neutral,0,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
10868,337166,1.0,Like,1,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
10868,301547,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
10868,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
10868,39207,1.0,Like,1,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
10868,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
10868,143316,1.0,Neutral,0,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
10868,256694,1.0,Like,1,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
10868,97890,1.0,Like,1,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
10868,55072,1.0,Like,1,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
11201,358819,4.0,Like,1,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
11201,337166,1.0,Neutral,0,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
11201,301547,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
11201,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
11201,39207,1.0,Like,1,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
11201,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
11201,143316,1.0,Like,1,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
11201,256694,1.0,Like,1,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
11201,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
11201,55072,1.0,Like,1,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
11670,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
11670,30326,1.0,Neutral,0,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
11670,118633,1.0,Neutral,0,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
11670,39207,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
11670,143316,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
11670,256694,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
11670,97890,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
11670,55072,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
11670,311886,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
11670,380693,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
11678,216019,2.0,Like,1,1.0,1,1.2,1.0,0.9,0.975,1
11678,432011,2.0,Like,1,1.0,2,1.2,1.0,0.9,0.975,2
11678,313481,1.0,Like,1,1.0,3,1.2,1.0,0.9,0.975,3
11678,97890,1.0,Like,1,1.0,4,1.2,1.0,0.9,0.975,4
11678,55072,1.0,Like,1,1.0,5,1.2,1.0,0.9,0.975,5
11678,311886,1.0,Like,1,1.0,6,1.2,1.0,0.9,0.975,6
11678,380693,1.0,Like,1,1.0,7,1.2,1.0,0.9,0.975,7
11678,202168,1.0,Neutral,0,1.0,8,1.2,1.0,0.9,0.975,8
11678,296217,1.0,Like,1,1.0,9,1.2,1.0,0.9,0.975,9
11678,298545,1.0,Like,1,1.0,10,1.2,1.0,0.9,0.975,10
11792,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
11792,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
11792,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
11792,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
11792,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
11792,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
11792,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
11792,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
11792,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
11792,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
12222,358819,4.0,Like,1,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
12222,337166,1.0,Neutral,0,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
12222,301547,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
12222,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
12222,39207,1.0,Like,1,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
12222,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
12222,143316,1.0,Neutral,0,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
12222,256694,1.0,Like,1,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
12222,97890,1.0,Like,1,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
12222,55072,1.0,Like,1,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
12396,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
12396,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
12396,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
12396,118633,1.0,Neutral,0,1.0,4,1.3,1.0,0.9,0.975,4
12396,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
12396,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
12396,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
12396,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
12396,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
12396,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
12952,358819,4.0,Like,1,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
12952,337166,1.0,Like,1,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
12952,301547,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
12952,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
12952,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
12952,69081,1.0,Like,1,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
12952,143316,1.0,Like,1,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
12952,256694,1.0,Neutral,0,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
12952,97890,1.0,Like,1,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
12952,55072,1.0,Neutral,0,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
13022,358819,4.0,Like,1,1.0,1,1.3,1.0,0.6,0.9,1
13022,337166,1.0,Neutral,0,1.0,2,1.3,1.0,0.6,0.9,2
13022,301547,1.0,Like,1,1.0,3,1.3,1.0,0.6,0.9,3
13022,118633,1.0,Neutral,0,1.0,4,1.3,1.0,0.6,0.9,4
13022,39207,1.0,Like,1,1.0,5,1.3,1.0,0.6,0.9,5
13022,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.6,0.9,6
13022,143316,1.0,Like,1,1.0,7,1.3,1.0,0.6,0.9,7
13022,256694,1.0,Like,1,1.0,8,1.3,1.0,0.6,0.9,8
13022,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.6,0.9,9
13022,55072,1.0,Like,1,1.0,10,1.3,1.0,0.6,0.9,10
13048,358819,4.0,Like,1,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
13048,337166,1.0,Like,1,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
13048,301547,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
13048,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
13048,39207,1.0,Like,1,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
13048,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
13048,143316,1.0,Like,1,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
13048,256694,1.0,Like,1,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
13048,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
13048,55072,1.0,Neutral,0,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
13145,432152,17.0,Like,1,1.0,1,7.7,1.0,0.8,0.9500000000000001,1
13145,105875,15.0,Like,1,1.0,2,7.7,1.0,0.8,0.9500000000000001,2
13145,263993,9.0,Like,1,1.0,3,7.7,1.0,0.8,0.9500000000000001,3
13145,182730,8.0,Like,1,1.0,4,7.7,1.0,0.8,0.9500000000000001,4
13145,98820,6.0,Like,1,1.0,5,7.7,1.0,0.8,0.9500000000000001,5
13145,257040,6.0,Like,1,1.0,6,7.7,1.0,0.8,0.9500000000000001,6
13145,367083,5.0,Like,1,1.0,7,7.7,1.0,0.8,0.9500000000000001,7
13145,118177,4.0,Like,1,1.0,8,7.7,1.0,0.8,0.9500000000000001,8
13145,358819,4.0,Neutral,0,1.0,9,7.7,1.0,0.8,0.9500000000000001,9
13145,450455,3.0,Neutral,0,1.0,10,7.7,1.0,0.8,0.9500000000000001,10
13491,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
13491,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
13491,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
13491,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
13491,39207,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
13491,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
13491,143316,1.0,Neutral,0,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
13491,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
13491,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
13491,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
13516,358819,4.0,Like,1,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
13516,337166,1.0,Like,1,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
13516,301547,1.0,Neutral,0,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
13516,118633,1.0,Neutral,0,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
13516,39207,1.0,Like,1,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
13516,69081,1.0,Like,1,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
13516,143316,1.0,Like,1,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
13516,256694,1.0,Like,1,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
13516,97890,1.0,Neutral,0,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
13516,55072,1.0,Like,1,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
13530,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
13530,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
13530,301547,1.0,Neutral,0,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
13530,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
13530,39207,1.0,Like,1,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
13530,69081,1.0,Like,1,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
13530,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
13530,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
13530,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
13530,55072,1.0,Neutral,0,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
13701,358819,4.0,Like,1,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
13701,337166,1.0,Neutral,0,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
13701,301547,1.0,Neutral,0,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
13701,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
13701,39207,1.0,Like,1,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
13701,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
13701,143316,1.0,Like,1,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
13701,256694,1.0,Like,1,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
13701,97890,1.0,Like,1,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
13701,55072,1.0,Like,1,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
14372,358819,4.0,Neutral,0,1.0,1,1.3,1.0,0.9,0.975,1
14372,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
14372,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
14372,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
14372,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
14372,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
14372,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
14372,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
14372,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
14372,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
14565,119736,91.0,Like,1,1.0,1,34.2,1.0,0.8,0.9500000000000001,1
14565,409804,35.0,Neutral,0,1.0,2,34.2,1.0,0.8,0.9500000000000001,2
14565,213834,34.0,Like,1,1.0,3,34.2,1.0,0.8,0.9500000000000001,3
14565,439963,32.0,Like,1,1.0,4,34.2,1.0,0.8,0.9500000000000001,4
14565,355994,30.0,Neutral,0,1.0,5,34.2,1.0,0.8,0.9500000000000001,5
14565,235559,27.0,Like,1,1.0,6,34.2,1.0,0.8,0.9500000000000001,6
14565,338395,25.0,Like,1,1.0,7,34.2,1.0,0.8,0.9500000000000001,7
14565,65021,25.0,Like,1,1.0,8,34.2,1.0,0.8,0.9500000000000001,8
14565,282385,22.0,Like,1,1.0,9,34.2,1.0,0.8,0.9500000000000001,9
14565,182407,21.0,Like,1,1.0,10,34.2,1.0,0.8,0.9500000000000001,10
15211,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
15211,190814,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
15211,39207,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
15211,387947,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
15211,143316,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
15211,256694,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
15211,97890,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
15211,55072,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
15211,311886,1.0,Neutral,0,1.0,9,1.3,1.0,0.9,0.975,9
15211,380693,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
15228,358819,4.0,Like,1,1.0,1,1.3,1.0,0.7,0.9249999999999999,1
15228,337166,1.0,Like,1,1.0,2,1.3,1.0,0.7,0.9249999999999999,2
15228,301547,1.0,Like,1,1.0,3,1.3,1.0,0.7,0.9249999999999999,3
15228,118633,1.0,Like,1,1.0,4,1.3,1.0,0.7,0.9249999999999999,4
15228,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.7,0.9249999999999999,5
15228,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.7,0.9249999999999999,6
15228,143316,1.0,Like,1,1.0,7,1.3,1.0,0.7,0.9249999999999999,7
15228,256694,1.0,Neutral,0,1.0,8,1.3,1.0,0.7,0.9249999999999999,8
15228,97890,1.0,Like,1,1.0,9,1.3,1.0,0.7,0.9249999999999999,9
15228,55072,1.0,Like,1,1.0,10,1.3,1.0,0.7,0.9249999999999999,10
15352,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
15352,337166,1.0,Neutral,0,1.0,2,1.3,1.0,0.9,0.975,2
15352,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
15352,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
15352,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
15352,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
15352,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
15352,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
15352,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
15352,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
15518,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
15518,337166,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
15518,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
15518,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
15518,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.9,0.975,5
15518,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
15518,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
15518,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
15518,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
15518,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
15654,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
15654,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
15654,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
15654,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
15654,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
15654,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
15654,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
15654,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
15654,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
15654,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
16208,358819,4.0,Like,1,1.0,1,1.3,1.0,0.8,0.9500000000000001,1
16208,337166,1.0,Like,1,1.0,2,1.3,1.0,0.8,0.9500000000000001,2
16208,301547,1.0,Like,1,1.0,3,1.3,1.0,0.8,0.9500000000000001,3
16208,118633,1.0,Like,1,1.0,4,1.3,1.0,0.8,0.9500000000000001,4
16208,39207,1.0,Neutral,0,1.0,5,1.3,1.0,0.8,0.9500000000000001,5
16208,69081,1.0,Neutral,0,1.0,6,1.3,1.0,0.8,0.9500000000000001,6
16208,143316,1.0,Like,1,1.0,7,1.3,1.0,0.8,0.9500000000000001,7
16208,256694,1.0,Like,1,1.0,8,1.3,1.0,0.8,0.9500000000000001,8
16208,97890,1.0,Like,1,1.0,9,1.3,1.0,0.8,0.9500000000000001,9
16208,55072,1.0,Like,1,1.0,10,1.3,1.0,0.8,0.9500000000000001,10
16287,358819,4.0,Like,1,1.0,1,1.3,1.0,1.0,1.0,1
16287,337166,1.0,Like,1,1.0,2,1.3,1.0,1.0,1.0,2
16287,301547,1.0,Like,1,1.0,3,1.3,1.0,1.0,1.0,3
16287,118633,1.0,Like,1,1.0,4,1.3,1.0,1.0,1.0,4
16287,39207,1.0,Like,1,1.0,5,1.3,1.0,1.0,1.0,5
16287,69081,1.0,Like,1,1.0,6,1.3,1.0,1.0,1.0,6
16287,143316,1.0,Like,1,1.0,7,1.3,1.0,1.0,1.0,7
16287,256694,1.0,Like,1,1.0,8,1.3,1.0,1.0,1.0,8
16287,97890,1.0,Like,1,1.0,9,1.3,1.0,1.0,1.0,9
16287,55072,1.0,Like,1,1.0,10,1.3,1.0,1.0,1.0,10
16858,119736,91.0,Like,1,1.0,1,34.2,1.0,0.9,0.975,1
16858,409804,35.0,Neutral,0,1.0,2,34.2,1.0,0.9,0.975,2
16858,213834,34.0,Like,1,1.0,3,34.2,1.0,0.9,0.975,3
16858,439963,32.0,Like,1,1.0,4,34.2,1.0,0.9,0.975,4
16858,355994,30.0,Like,1,1.0,5,34.2,1.0,0.9,0.975,5
16858,235559,27.0,Like,1,1.0,6,34.2,1.0,0.9,0.975,6
16858,338395,25.0,Like,1,1.0,7,34.2,1.0,0.9,0.975,7
16858,65021,25.0,Like,1,1.0,8,34.2,1.0,0.9,0.975,8
16858,282385,22.0,Like,1,1.0,9,34.2,1.0,0.9,0.975,9
16858,182407,21.0,Like,1,1.0,10,34.2,1.0,0.9,0.975,10
17089,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
17089,180751,1.0,Like,1,1.0,2,1.3,1.0,0.9,0.975,2
17089,39207,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
17089,143316,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
17089,256694,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
17089,97890,1.0,Neutral,0,1.0,6,1.3,1.0,0.9,0.975,6
17089,55072,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
17089,311886,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
17089,380693,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
17089,202168,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
17121,119736,91.0,Like,1,1.0,1,34.2,1.0,1.0,1.0,1
17121,409804,35.0,Like,1,1.0,2,34.2,1.0,1.0,1.0,2
17121,213834,34.0,Like,1,1.0,3,34.2,1.0,1.0,1.0,3
17121,439963,32.0,Like,1,1.0,4,34.2,1.0,1.0,1.0,4
17121,355994,30.0,Like,1,1.0,5,34.2,1.0,1.0,1.0,5
17121,235559,27.0,Like,1,1.0,6,34.2,1.0,1.0,1.0,6
17121,65021,25.0,Like,1,1.0,7,34.2,1.0,1.0,1.0,7
17121,338395,25.0,Like,1,1.0,8,34.2,1.0,1.0,1.0,8
17121,282385,22.0,Like,1,1.0,9,34.2,1.0,1.0,1.0,9
17121,442725,21.0,Like,1,1.0,10,34.2,1.0,1.0,1.0,10
17201,358819,4.0,Like,1,1.0,1,1.3,1.0,0.9,0.975,1
17201,337166,1.0,Neutral,0,1.0,2,1.3,1.0,0.9,0.975,2
17201,301547,1.0,Like,1,1.0,3,1.3,1.0,0.9,0.975,3
17201,118633,1.0,Like,1,1.0,4,1.3,1.0,0.9,0.975,4
17201,39207,1.0,Like,1,1.0,5,1.3,1.0,0.9,0.975,5
17201,69081,1.0,Like,1,1.0,6,1.3,1.0,0.9,0.975,6
17201,143316,1.0,Like,1,1.0,7,1.3,1.0,0.9,0.975,7
17201,256694,1.0,Like,1,1.0,8,1.3,1.0,0.9,0.975,8
17201,97890,1.0,Like,1,1.0,9,1.3,1.0,0.9,0.975,9
17201,55072,1.0,Like,1,1.0,10,1.3,1.0,0.9,0.975,10
17288,358819,4.0,Like,1,1.0,1,1.3,1.0,0.6,0.9,1
